,Estado,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,FRP,Latitude,Longitude
969,RORAIMA,Amazônia,4.0,0.0,0.56,3.5,4.00001,-64.48355
970,RORAIMA,Amazônia,15.0,0.0,1.0,3.5,4.25387,-60.26612
971,RORAIMA,Amazônia,21.0,0.0,1.0,13.5,4.24099,-60.18941
972,RORAIMA,Amazônia,10.0,0.0,1.0,5.2,4.00862,-59.81704
973,RORAIMA,Amazônia,5.0,0.0,0.46,7.4,4.00678,-64.49855
974,RORAIMA,Amazônia,28.0,0.0,1.0,6.6,4.68891,-60.74492
975,RORAIMA,Amazônia,18.0,0.0,1.0,6.8,4.28947,-60.77606
976,RORAIMA,Amazônia,21.0,0.0,1.0,13.5,4.24448,-60.18987
977,RORAIMA,Amazônia,20.0,0.0,1.0,7.8,4.24038,-60.19327
978,RORAIMA,Amazônia,17.0,0.0,1.0,5.2,4.25968,-60.27463
979,RORAIMA,Amazônia,17.0,0.0,1.0,2.8,4.26377,-60.27125
980,RORAIMA,Amazônia,16.0,0.0,0.62,34.1,3.48682,-61.93123
981,RORAIMA,Amazônia,22.0,0.0,1.0,11.2,4.24855,-60.18657
982,RORAIMA,Amazônia,26.0,0.0,1.0,10.0,4.55844,-60.3785
983,RORAIMA,Amazônia,25.0,0.0,1.0,3.6,4.30974,-60.5552
984,RORAIMA,Amazônia,16.0,0.0,0.63,6.7,3.48991,-61.93667
985,RORAIMA,Amazônia,25.0,0.0,1.0,4.5,4.31972,-60.5607
986,RORAIMA,Amazônia,4.0,0.0,1.0,8.6,4.78753,-60.30344
987,RORAIMA,Amazônia,10.0,0.0,1.0,8.0,3.98513,-59.80993
988,RORAIMA,Amazônia,12.0,0.0,1.0,3.8,4.08326,-60.31147
989,RORAIMA,Amazônia,8.0,0.0,1.0,12.9,4.09908,-61.12997
990,RORAIMA,Amazônia,8.0,0.0,1.0,8.2,4.09477,-61.1336
991,RORAIMA,Amazônia,4.0,0.0,1.0,6.2,4.84489,-60.09513
992,RORAIMA,Amazônia,8.0,0.0,1.0,11.2,4.0984,-61.1342
993,RORAIMA,Amazônia,10.0,0.0,1.0,8.9,4.41501,-61.06786
994,RORAIMA,Amazônia,5.0,0.0,1.0,12.3,4.84322,-60.54918
995,RORAIMA,Amazônia,10.0,0.0,1.0,3.3,4.66405,-60.30785
996,RORAIMA,Amazônia,20.0,0.0,1.0,7.8,4.24387,-60.19374
997,RORAIMA,Amazônia,12.0,0.0,1.0,10.0,4.35417,-61.05493
998,RORAIMA,Amazônia,20.0,0.0,1.0,7.8,4.24326,-60.1976
999,RORAIMA,Amazônia,11.0,0.0,0.89,7.0,4.35717,-61.05935
1000,RORAIMA,Amazônia,12.0,0.0,1.0,4.8,4.07093,-60.32169
1001,RORAIMA,Amazônia,28.0,0.0,1.0,6.5,4.68927,-60.74474
1002,RORAIMA,Amazônia,4.0,0.0,1.0,8.1,4.79281,-60.29242
1003,RORAIMA,Amazônia,20.0,0.0,1.0,7.8,4.23978,-60.1971
1004,RORAIMA,Amazônia,4.0,0.0,1.0,8.5,4.79342,-60.28859
1005,RORAIMA,Amazônia,6.0,0.0,1.0,11.0,4.83973,-60.54856
1006,RORAIMA,Amazônia,9.0,0.0,1.0,4.1,4.17257,-59.82318
1007,RORAIMA,Amazônia,26.0,0.0,1.0,3.5,4.46336,-60.17985
1008,RORAIMA,Amazônia,25.0,0.0,1.0,4.1,4.32669,-60.21011
1009,RORAIMA,Amazônia,16.0,0.0,1.0,5.5,4.26086,-60.26703
1010,RORAIMA,Amazônia,6.0,0.0,1.0,7.5,4.83914,-60.55227
1011,RORAIMA,Amazônia,25.0,0.0,1.0,5.8,4.31618,-60.56021
1012,RORAIMA,Amazônia,26.0,0.0,1.0,4.8,4.33019,-60.21042
1013,RORAIMA,Amazônia,12.0,0.0,1.0,4.8,4.07153,-60.31778
1014,RORAIMA,Amazônia,19.0,0.0,1.0,11.5,4.24265,-60.20145
1015,RORAIMA,Amazônia,4.0,0.0,1.0,6.6,4.79748,-60.28531
1016,RORAIMA,Amazônia,27.0,0.0,1.0,4.7,4.55983,-60.52958
1017,RORAIMA,Amazônia,19.0,0.0,1.0,11.5,4.23917,-60.20092
1018,PERNAMBUCO,Caatinga,0.0,0.1,0.15,11.9,-8.88793,-37.13403
1019,PERNAMBUCO,Mata Atlântica,2.0,0.0,0.9,5.3,-8.6625,-35.31506
1020,PERNAMBUCO,Mata Atlântica,-999.0,0.08,1.0,14.6,-8.52968,-35.04436
1021,PERNAMBUCO,Mata Atlântica,0.0,0.0,0.83,54.2,-8.65907,-35.99033
1022,SERGIPE,Mata Atlântica,0.0,6.3,0.67,17.7,-10.29806,-36.80215
1023,PERNAMBUCO,Caatinga,1.0,0.92,0.08,18.6,-8.50617,-37.04712
1024,BAHIA,Mata Atlântica,4.0,12.42,0.01,11.9,-12.70679,-39.41795
1025,ALAGOAS,Caatinga,0.0,0.94,0.04,19.0,-9.12596,-37.70791
1026,PERNAMBUCO,Caatinga,0.0,0.1,0.63,10.6,-8.45472,-36.55394
1027,ALAGOAS,Mata Atlântica,-999.0,0.0,0.87,7.5,-9.21043,-35.39406
1028,PERNAMBUCO,Mata Atlântica,2.0,0.0,0.89,5.2,-8.6638,-35.32387
1029,ALAGOAS,Caatinga,0.0,0.12,0.33,15.0,-9.2023,-37.79794
1030,ALAGOAS,Caatinga,0.0,0.1,0.28,28.7,-9.20082,-37.78731
1031,ALAGOAS,Mata Atlântica,0.0,0.0,1.0,7.7,-9.35715,-36.22047
1032,SERGIPE,Mata Atlântica,0.0,5.63,0.71,11.2,-10.29944,-36.81182
1033,SERGIPE,Caatinga,0.0,0.1,0.2,14.2,-10.04556,-37.37355
1034,PERNAMBUCO,Mata Atlântica,1.0,0.0,0.99,12.2,-8.66036,-35.99932
1035,PERNAMBUCO,Caatinga,0.0,0.0,0.19,10.5,-8.04327,-38.01172
1036,PERNAMBUCO,Mata Atlântica,0.0,0.21,1.0,7.1,-8.41161,-35.49769
1037,PERNAMBUCO,Caatinga,1.0,0.0,0.09,10.9,-8.7557,-37.37718
1038,PERNAMBUCO,Caatinga,0.0,0.0,0.07,9.0,-7.92587,-37.62927
1039,PERNAMBUCO,Caatinga,0.0,0.2,0.28,8.5,-8.70196,-36.86496
1040,PERNAMBUCO,Caatinga,0.0,0.0,0.08,11.9,-8.01501,-37.61109
1041,PERNAMBUCO,Caatinga,0.0,0.14,0.27,8.9,-8.71099,-36.86364
1042,CEARÁ,Caatinga,3.0,3.24,0.19,11.6,-5.23732,-38.58461
1043,PARAÍBA,Caatinga,2.0,1.22,0.39,17.6,-6.07999,-37.31292
1044,CEARÁ,Caatinga,-999.0,0.12,0.66,11.1,-4.45243,-37.86635
1045,CEARÁ,Caatinga,3.0,5.41,0.07,12.5,-5.69876,-38.18747
1046,CEARÁ,Caatinga,0.0,0.52,0.49,7.4,-4.90683,-37.69346
1047,RIO GRANDE DO NORTE,Caatinga,5.0,0.0,1.0,9.1,-5.56472,-35.61153
1048,RIO GRANDE DO NORTE,Caatinga,0.0,0.0,-999.0,29.7,-5.61913,-36.80368
1049,PARANÁ,Mata Atlântica,2.0,5.04,0.13,0.9,-25.4719,-50.69314
1050,PARANÁ,Mata Atlântica,1.0,1.11,0.05,10.4,-24.91606,-50.74096
1051,MATO GROSSO DO SUL,Cerrado,0.0,6.58,0.0,12.3,-21.61165,-56.63211
1052,RONDÔNIA,Amazônia,0.0,0.1,0.0,0.4,-12.20337,-63.4808
1053,AMAZONAS,Amazônia,0.0,0.2,0.0,0.3,-3.591,-64.61182
1054,RORAIMA,Amazônia,21.0,0.0,1.0,3.9,3.61627,-60.79318
1055,RORAIMA,Amazônia,7.0,0.0,0.4,10.5,1.9369,-60.3578
1056,RORAIMA,Amazônia,8.0,0.0,0.4,5.9,1.93086,-60.3605
1057,RORAIMA,Amazônia,7.0,0.0,0.41,10.5,1.94241,-60.35864
1058,RORAIMA,Amazônia,9.0,0.0,1.0,34.6,3.15277,-59.97211
1059,RORAIMA,Amazônia,7.0,0.5,-999.0,8.6,1.75589,-61.14445
1060,RORAIMA,Amazônia,20.0,0.0,1.0,6.5,4.2481,-60.19944
1061,RORAIMA,Amazônia,2.0,0.0,0.27,7.7,1.93135,-60.83933
1062,RORAIMA,Amazônia,9.0,0.0,1.0,27.9,3.15242,-59.96807
1063,RORAIMA,Amazônia,9.0,0.0,1.0,5.3,3.49559,-60.30613
1064,RORAIMA,Amazônia,9.0,0.0,1.0,8.9,3.16025,-59.96091
1065,RORAIMA,Amazônia,4.0,0.0,0.26,22.1,0.46779,-60.39333
1066,RORAIMA,Amazônia,1.0,0.0,0.38,7.7,1.93669,-60.84016
1067,RORAIMA,Amazônia,12.0,0.0,1.0,17.5,4.12297,-60.28634
1068,RORAIMA,Amazônia,9.0,0.0,0.54,8.4,2.50462,-63.93519
1069,RORAIMA,Amazônia,9.0,0.0,1.0,5.0,3.17213,-59.95451
1070,RORAIMA,Amazônia,9.0,0.0,1.0,4.6,3.17294,-59.95457
1071,RORAIMA,Amazônia,3.0,0.0,0.2,11.8,0.30479,-60.44677
1072,RORAIMA,Amazônia,1.0,0.0,0.27,7.5,1.93084,-60.84267
1073,RORAIMA,Amazônia,6.0,0.0,0.46,16.6,1.5001,-59.92183
1074,RORAIMA,Amazônia,9.0,0.0,1.0,10.9,3.15939,-59.96088
1075,RORAIMA,Amazônia,21.0,0.0,1.0,16.7,4.24344,-60.19086
1076,AMAZONAS,Amazônia,2.0,0.0,0.01,4.9,1.79077,-67.41449
1077,RORAIMA,Amazônia,8.0,0.0,1.0,52.2,3.79371,-60.58125
1078,RORAIMA,Amazônia,6.0,0.0,0.38,4.9,1.88789,-60.91069
1079,RORAIMA,Amazônia,3.0,0.0,0.2,22.7,0.30236,-60.44909
1080,RORAIMA,Amazônia,4.0,0.0,1.0,18.7,4.87497,-60.34266
1081,RORAIMA,Amazônia,5.0,0.0,0.46,9.0,1.51135,-59.92374
1082,RORAIMA,Amazônia,7.0,0.0,0.4,12.3,1.93654,-60.35866
1083,RORAIMA,Amazônia,21.0,0.0,1.0,6.5,4.24866,-60.1955
1084,RORAIMA,Amazônia,2.0,0.0,0.08,9.3,0.06717,-60.65339
1085,RORAIMA,Amazônia,2.0,0.0,0.2,11.8,0.30426,-60.45009
1086,AMAZONAS,Amazônia,2.0,0.0,0.01,14.7,1.79783,-67.39169
1087,RORAIMA,Amazônia,7.0,0.0,0.4,8.2,1.93637,-60.36138
1088,RORAIMA,Amazônia,9.0,0.0,1.0,30.7,3.15334,-59.96809
1089,RORAIMA,Amazônia,8.0,0.0,0.4,9.2,1.9233,-60.37137
1090,RORAIMA,Amazônia,20.0,0.0,1.0,7.4,4.42489,-60.04317
1091,RORAIMA,Amazônia,5.0,0.0,0.46,5.2,4.0075,-64.50072
1092,AMAZONAS,Amazônia,0.0,0.0,0.01,4.5,-0.15451,-67.10902
1093,RORAIMA,Amazônia,8.0,0.0,0.4,5.9,1.93033,-60.36411
1094,RORAIMA,Amazônia,9.0,0.0,0.66,3.3,2.70298,-61.0601
1095,RORAIMA,Amazônia,20.0,0.0,1.0,6.5,4.24233,-60.19868
1096,RORAIMA,Amazônia,8.0,0.0,1.0,10.1,4.16773,-59.75979
1097,RORAIMA,Amazônia,8.0,0.0,0.4,8.4,1.92936,-60.3686
1098,RORAIMA,Amazônia,19.0,0.0,1.0,3.5,4.41314,-60.04205
1099,RORAIMA,Amazônia,7.0,0.49,0.42,4.1,1.76631,-61.14605
1100,RORAIMA,Amazônia,9.0,0.0,1.0,8.9,3.16659,-59.95774
1101,RORAIMA,Amazônia,18.0,0.0,1.0,6.4,4.28955,-60.77732
1102,RORAIMA,Amazônia,9.0,0.0,1.0,10.9,3.16576,-59.9577
1103,RORAIMA,Amazônia,11.0,0.0,0.68,7.4,4.3615,-61.05954
1104,RORAIMA,Amazônia,7.0,0.0,1.0,4.6,4.1243,-61.14034
1105,RORAIMA,Amazônia,20.0,0.0,1.0,6.5,4.24289,-60.19474
1106,RORAIMA,Amazônia,1.0,0.0,0.54,8.7,1.9494,-60.82848
1107,RORAIMA,Amazônia,7.0,0.5,-999.0,8.6,1.76158,-61.14206
1108,RORAIMA,Amazônia,0.0,0.0,0.61,10.9,1.94049,-60.85099
1109,RORAIMA,Amazônia,4.0,0.0,0.45,9.9,1.52318,-59.92179
1110,RORAIMA,Amazônia,4.0,0.0,1.0,5.3,4.84488,-60.34778
1111,RORAIMA,Amazônia,9.0,0.0,1.0,10.3,3.49161,-60.29374
1112,RORAIMA,Amazônia,8.0,0.0,1.0,8.2,3.44187,-59.90032
1113,RORAIMA,Amazônia,7.0,0.0,0.4,6.3,1.93599,-60.36224
1114,RORAIMA,Amazônia,8.0,0.0,0.42,5.0,1.88467,-60.29134
1115,RORAIMA,Amazônia,8.0,0.0,0.4,8.0,1.92376,-60.37051
1116,RORAIMA,Amazônia,10.0,0.0,0.38,41.9,1.83025,-60.35332
1117,RORAIMA,Amazônia,18.0,0.0,1.0,4.7,4.26046,-60.27695
1118,RORAIMA,Amazônia,11.0,0.0,0.62,7.4,4.36092,-61.06356
1119,RORAIMA,Amazônia,2.0,0.0,0.09,9.3,0.07242,-60.65422
1120,RORAIMA,Amazônia,8.0,0.0,1.0,52.2,3.79426,-60.57751
1121,RORAIMA,Amazônia,9.0,0.0,1.0,34.6,3.14644,-59.97527
1122,RORAIMA,Amazônia,5.0,0.0,0.46,32.7,1.50511,-59.92683
1123,RORAIMA,Amazônia,4.0,0.0,0.52,2.9,0.59178,-60.35745
1124,RORAIMA,Amazônia,0.0,0.0,0.7,7.2,1.941,-60.84765
1125,RORAIMA,Amazônia,10.0,0.0,0.83,13.4,2.71986,-60.24815
1126,RORAIMA,Amazônia,7.0,0.0,0.32,15.7,0.91546,-60.34912
1127,RORAIMA,Amazônia,26.0,0.0,1.0,4.9,4.56087,-60.37923
1128,RORAIMA,Amazônia,8.0,0.0,0.4,6.3,1.93543,-60.36579
1129,RORAIMA,Amazônia,10.0,0.0,0.85,13.4,2.71425,-60.24725
1130,RORAIMA,Amazônia,10.0,0.0,0.38,92.1,1.83071,-60.34911
1131,RORAIMA,Amazônia,6.0,0.5,0.42,8.6,1.7611,-61.14525
1132,RORAIMA,Amazônia,9.0,0.0,1.0,6.2,3.44006,-59.91273
1133,RORAIMA,Amazônia,3.0,0.0,0.1,8.5,0.1097,-60.72557
1134,RORAIMA,Amazônia,4.0,0.0,0.45,9.0,1.51752,-59.92109
1135,RORAIMA,Amazônia,5.0,0.0,0.24,5.4,0.69826,-60.50591
1136,RORAIMA,Amazônia,1.0,0.0,0.95,5.6,1.95473,-60.82936
1137,RORAIMA,Amazônia,2.0,0.0,0.16,2.5,0.1976,-60.46806
1138,RORAIMA,Amazônia,7.0,0.5,1.0,10.8,1.75541,-61.14762
1139,RORAIMA,Amazônia,8.0,0.0,0.4,6.3,1.93048,-60.36137
1140,RORAIMA,Amazônia,12.0,0.0,1.0,3.4,3.89993,-60.01907
1141,RORAIMA,Amazônia,1.0,0.0,0.83,7.9,1.95262,-60.83012
1142,RORAIMA,Amazônia,9.0,0.0,1.0,39.5,3.15182,-59.97208
1143,RORAIMA,Amazônia,8.0,0.0,0.4,8.2,1.93585,-60.36494
1144,RORAIMA,Amazônia,9.0,0.0,1.0,39.5,3.14546,-59.97525
1145,RORAIMA,Amazônia,19.0,0.0,1.0,11.0,4.24176,-60.20266
1146,AMAZONAS,Amazônia,0.0,0.0,0.01,13.7,-0.14637,-67.10236
1147,RORAIMA,Amazônia,7.0,0.0,0.38,18.2,1.88257,-60.90995
1148,RORAIMA,Amazônia,8.0,0.0,0.4,8.0,1.9298,-60.36773
1149,RORAIMA,Amazônia,9.0,0.0,1.0,39.5,3.14606,-59.97123
1150,RORAIMA,Amazônia,6.0,0.0,0.99,3.9,2.93557,-60.23815
1151,RORAIMA,Amazônia,6.0,0.0,0.47,11.7,1.49448,-59.92085
1152,RORAIMA,Amazônia,9.0,0.0,1.0,16.3,3.15878,-59.96489
1153,RORAIMA,Amazônia,9.0,0.0,1.0,34.6,3.14701,-59.97124
1154,RORAIMA,Amazônia,12.0,0.0,0.91,9.7,4.35675,-61.05387
1155,RORAIMA,Amazônia,8.0,0.0,0.51,4.2,2.50757,-63.97496
1156,RORAIMA,Amazônia,9.0,0.0,1.0,5.0,3.17274,-59.95048
1157,RORAIMA,Amazônia,1.0,0.0,0.78,9.2,1.94202,-60.841
1158,RORAIMA,Amazônia,6.0,0.0,0.46,16.6,1.50067,-59.91804
1159,RORAIMA,Amazônia,1.0,0.0,0.74,7.2,1.94151,-60.84431
1160,RORAIMA,Amazônia,4.0,0.0,0.45,10.7,1.51805,-59.91759
1161,RORAIMA,Amazônia,8.0,0.0,0.4,6.3,1.92992,-60.36499
1162,RORAIMA,Amazônia,8.0,0.0,1.0,19.8,4.09763,-61.13389
1163,RORAIMA,Amazônia,5.0,0.0,0.46,7.7,4.00849,-64.50237
1164,RORAIMA,Amazônia,10.0,0.0,0.38,94.2,1.83079,-60.34971
1165,RORAIMA,Amazônia,9.0,0.0,1.0,4.6,3.17351,-59.95054
1166,RORAIMA,Amazônia,2.0,0.0,0.2,14.5,0.30186,-60.45242
1167,RORAIMA,Amazônia,8.0,0.0,0.87,7.9,2.56303,-60.09418
1168,RORAIMA,Amazônia,7.0,0.0,0.41,8.2,1.94189,-60.36221
1169,RORAIMA,Amazônia,5.0,0.0,0.46,16.6,1.50571,-59.92286
1170,RORAIMA,Amazônia,4.0,0.0,1.0,5.3,4.8454,-60.34407
1171,RORAIMA,Amazônia,8.0,0.0,1.0,12.0,4.16367,-59.75963
1172,RORAIMA,Amazônia,1.0,0.0,0.63,7.4,1.94889,-60.83182
1173,RORAIMA,Amazônia,1.0,0.0,0.18,6.6,3.93016,-64.18668
1174,RORAIMA,Amazônia,2.0,0.0,1.0,4.6,3.67411,-60.31134
1175,RORAIMA,Amazônia,10.0,0.0,0.91,13.4,2.72041,-60.24436
1176,AMAZONAS,Amazônia,0.0,0.0,0.01,3.1,-0.22641,-66.8436
1177,RORAIMA,Amazônia,4.0,0.0,0.26,11.4,0.46726,-60.39672
1178,RORAIMA,Amazônia,7.0,0.0,0.76,1.8,4.10054,-61.19051
1179,RORAIMA,Amazônia,22.0,0.0,1.0,5.9,4.30206,-60.27288
1180,RORAIMA,Amazônia,10.0,0.0,0.38,52.4,1.83016,-60.35269
1181,RORAIMA,Amazônia,8.0,0.0,0.49,5.4,1.82798,-60.8476
1182,RORAIMA,Amazônia,9.0,0.0,1.0,30.7,3.15391,-59.96409
1183,RORAIMA,Amazônia,12.0,0.0,1.0,3.9,3.89962,-60.01896
1184,RORAIMA,Amazônia,6.0,0.0,0.47,11.7,1.49505,-59.91707
1185,RORAIMA,Amazônia,9.0,0.0,1.0,27.9,3.15302,-59.96407
1186,RORAIMA,Amazônia,8.0,0.0,1.0,7.1,4.1085,-61.13507
1187,RORAIMA,Amazônia,4.0,0.0,0.26,11.4,0.46189,-60.39586
1188,RORAIMA,Amazônia,11.0,0.0,0.81,23.7,2.70808,-60.25016
1189,RORAIMA,Amazônia,4.0,0.0,0.45,9.0,1.51698,-59.92461
1190,RORAIMA,Amazônia,9.0,0.0,1.0,7.4,3.48538,-60.29675
1191,AMAZONAS,Amazônia,1.0,0.0,0.0,5.0,-0.25728,-67.09321
1192,RORAIMA,Amazônia,7.0,0.5,0.42,10.8,1.76062,-61.14844
1193,RORAIMA,Amazônia,9.0,0.0,1.0,9.0,3.15968,-59.96493
1194,RORAIMA,Amazônia,1.0,0.0,0.7,9.2,1.94253,-60.83766
1195,RORAIMA,Amazônia,1.0,0.0,0.34,7.5,1.93618,-60.84348
1196,RORAIMA,Amazônia,2.0,0.0,1.0,4.6,3.67355,-60.31524
1197,RORAIMA,Amazônia,20.0,0.0,1.0,4.9,4.42453,-60.04247
1198,RORAIMA,Amazônia,5.0,0.0,0.46,32.1,1.51078,-59.92745
1199,RORAIMA,Amazônia,10.0,0.0,0.82,32.5,2.70863,-60.24639
1200,RIO GRANDE DO SUL,Pampa,3.0,2.35,0.4,2.0,-29.44022,-56.30472
1201,AMAZONAS,Amazônia,3.0,0.0,0.01,3.9,-7.33952,-72.65312
1202,ACRE,Amazônia,0.0,0.26,0.06,1.7,-7.51513,-72.86538
1203,AMAZONAS,Amazônia,1.0,0.0,0.0,2.5,-0.25848,-67.09135
1204,AMAZONAS,Amazônia,0.0,0.0,0.01,6.8,0.05818,-66.84638
1205,AMAZONAS,Amazônia,0.0,0.48,0.0,6.6,-3.07815,-67.95133
1206,ACRE,Amazônia,0.0,1.45,0.0,4.4,-8.21171,-72.5146
1207,AMAZONAS,Amazônia,0.0,5.71,0.0,3.0,-6.51594,-68.09014
1208,ACRE,Amazônia,0.0,1.48,0.0,5.0,-8.20899,-72.51214
1209,RIO GRANDE DO SUL,Pampa,0.0,0.3,0.31,7.1,-28.78533,-56.19496
1210,MATO GROSSO DO SUL,Cerrado,0.0,18.34,0.0,4.9,-21.26626,-57.15763
1211,MATO GROSSO DO SUL,Cerrado,1.0,3.27,0.0,6.6,-21.56448,-54.64844
1212,MATO GROSSO DO SUL,Cerrado,0.0,6.97,0.0,4.4,-21.26928,-54.65575
1213,MATO GROSSO DO SUL,Pantanal,1.0,13.62,0.0,9.3,-19.91029,-57.9062
1214,MATO GROSSO,Amazônia,2.0,14.17,0.01,7.0,-13.71931,-60.49364
1215,MATO GROSSO,Amazônia,0.0,14.1,0.0,7.4,-13.33652,-57.0211
1216,RORAIMA,Amazônia,6.0,0.0,0.37,11.3,1.34549,-60.29595
1217,RORAIMA,Amazônia,6.0,0.0,0.38,11.9,1.88469,-60.90608
1218,RORAIMA,Amazônia,8.0,0.0,0.45,17.6,1.51322,-60.02511
1219,RORAIMA,Amazônia,1.0,0.0,0.39,70.1,1.76425,-61.35843
1220,RORAIMA,Amazônia,6.0,0.0,0.47,135.7,1.4982,-59.95633
1221,RORAIMA,Amazônia,4.0,0.0,0.61,10.0,0.70734,-60.30518
1222,RORAIMA,Amazônia,6.0,0.0,0.41,8.5,1.3469,-60.28637
1223,RORAIMA,Amazônia,7.0,0.0,0.49,6.7,2.07898,-60.20521
1224,RORAIMA,Amazônia,6.0,0.0,0.47,552.0,1.49968,-59.94635
1225,RORAIMA,Amazônia,7.0,0.0,0.36,44.0,1.31043,-60.40744
1226,RORAIMA,Amazônia,10.0,0.0,0.38,17.1,1.8256,-60.35425
1227,RORAIMA,Amazônia,5.0,0.0,0.46,57.6,1.51394,-59.95417
1228,RORAIMA,Amazônia,5.0,0.0,0.54,8.4,1.52384,-60.40257
1229,AMAZONAS,Amazônia,0.0,0.57,0.0,10.7,-3.28799,-66.23686
1230,RORAIMA,Amazônia,0.0,0.0,0.05,4.2,-0.24012,-61.02132
1231,RORAIMA,Amazônia,9.0,0.0,0.38,7.2,1.82699,-60.34462
1232,RORAIMA,Amazônia,9.0,0.0,0.45,22.8,1.5211,-60.03624
1233,RORAIMA,Amazônia,0.0,0.0,0.06,20.1,-0.2326,-61.03146
1234,RORAIMA,Amazônia,7.0,0.0,0.4,80.5,1.87438,-60.91395
1235,RORAIMA,Amazônia,6.0,0.0,0.46,157.3,1.50115,-59.93643
1236,RORAIMA,Amazônia,0.0,0.0,0.05,26.6,-0.24142,-61.03017
1237,RORAIMA,Amazônia,8.0,0.0,0.44,29.3,1.51179,-60.03504
1238,RORAIMA,Amazônia,8.0,0.0,0.46,8.0,1.8269,-60.85347
1239,RORAIMA,Amazônia,3.0,0.0,0.7,9.7,0.70874,-60.29573
1240,RORAIMA,Amazônia,7.0,0.0,0.38,53.8,1.88335,-60.91525
1241,RORAIMA,Amazônia,8.0,0.0,0.38,9.3,1.79029,-60.35314
1242,RORAIMA,Amazônia,5.0,0.0,0.46,238.8,1.50604,-59.94285
1243,RORAIMA,Amazônia,7.0,0.0,0.4,26.7,1.87572,-60.90479
1244,RORAIMA,Amazônia,4.0,0.0,0.46,154.7,1.51538,-59.94418
1245,RORAIMA,Amazônia,7.0,0.0,0.84,6.3,1.86295,-61.11659
1246,RORAIMA,Amazônia,3.0,0.0,0.22,44.2,0.31375,-60.40418
1247,RORAIMA,Amazônia,9.0,0.0,1.0,18.0,2.08897,-59.80575
1248,RORAIMA,Amazônia,6.0,0.0,0.47,180.9,1.49181,-59.9351
1249,RORAIMA,Amazônia,9.0,0.0,0.88,10.6,2.09993,-59.79681
1250,RORAIMA,Amazônia,7.0,0.0,0.39,11.8,1.40844,-60.74865
1251,RORAIMA,Amazônia,4.0,0.0,0.46,55.3,1.51682,-59.93419
1252,RORAIMA,Amazônia,1.0,0.0,0.39,17.2,1.93817,-60.85392
1253,RORAIMA,Amazônia,5.0,0.0,0.46,78.3,1.50746,-59.93291
1254,RORAIMA,Amazônia,6.0,0.0,0.59,26.8,1.36238,-60.30495
1255,RORAIMA,Amazônia,6.0,0.0,0.55,69.0,1.35606,-60.2877
1256,RORAIMA,Amazônia,6.0,0.0,0.91,122.0,1.36376,-60.29537
1257,RORAIMA,Amazônia,7.0,0.0,0.48,18.1,1.48101,-59.94368
1258,RORAIMA,Amazônia,6.0,0.0,0.47,170.6,1.48887,-59.95498
1259,RORAIMA,Amazônia,3.0,0.2,0.28,4.4,2.00602,-60.89204
1260,RORAIMA,Amazônia,4.0,0.0,0.45,8.2,1.52328,-59.95551
1261,RORAIMA,Amazônia,6.0,0.0,0.47,604.0,1.49035,-59.94501
1262,RORAIMA,Amazônia,6.0,0.0,0.36,130.8,1.35464,-60.29727
1263,RORAIMA,Amazônia,18.0,0.0,0.51,11.8,3.74402,-61.64116
1264,RORAIMA,Amazônia,4.0,0.0,0.45,8.0,3.95777,-64.46868
1265,RORAIMA,Amazônia,10.0,0.1,0.53,10.2,2.38612,-61.77242
1266,RORAIMA,Amazônia,19.0,0.0,1.0,8.5,3.63694,-61.43507
1267,RORAIMA,Amazônia,17.0,0.0,1.0,19.2,3.48336,-60.70724
1268,RORAIMA,Amazônia,3.0,0.14,0.55,12.3,2.50886,-60.99329
1269,RORAIMA,Amazônia,10.0,0.0,1.0,15.3,3.42998,-59.93802
1270,RORAIMA,Amazônia,11.0,0.0,0.8,39.8,2.71007,-60.24989
1271,RORAIMA,Amazônia,10.0,0.0,1.0,57.9,3.83003,-60.36422
1272,RORAIMA,Amazônia,10.0,0.0,1.0,9.4,3.83151,-60.35413
1273,RORAIMA,Amazônia,9.0,0.0,1.0,13.8,3.14982,-59.96482
1274,RORAIMA,Amazônia,16.0,0.0,0.63,12.1,3.48768,-61.94521
1275,RORAIMA,Amazônia,16.0,0.0,1.0,4.6,3.48476,-60.6976
1276,RORAIMA,Amazônia,8.0,0.0,0.36,10.0,4.17633,-61.41134
1277,RORAIMA,Amazônia,10.0,0.1,0.54,40.2,2.39491,-61.77373
1278,RORAIMA,Amazônia,9.0,0.0,1.0,17.6,3.49375,-60.30648
1279,RORAIMA,Amazônia,9.0,0.0,1.0,22.5,3.13878,-59.97384
1280,RORAIMA,Amazônia,12.0,0.0,1.0,12.3,4.11729,-60.28938
1281,RORAIMA,Amazônia,9.0,0.0,1.0,10.9,4.08754,-61.13044
1282,SERGIPE,Mata Atlântica,-999.0,0.4,0.89,78.0,-10.5006,-36.6944
1283,SERGIPE,Mata Atlântica,-999.0,0.4,0.92,82.3,-10.52,-36.6908
1284,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,97.0,-10.1043,-36.256
1285,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,243.1,-10.085,-36.2595
1286,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,119.1,-10.0845,-36.2866
1287,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,149.6,-10.0845,-36.2866
