,Estado,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,FRP,Latitude,Longitude
0,RORAIMA,Amazônia,8.0,0.0,0.4,64.1,1.9237,-60.3639
1,RORAIMA,Amazônia,7.0,0.0,0.35,62.3,1.8321,-60.6114
2,RORAIMA,Amazônia,6.0,0.32,0.3,53.5,2.2333,-60.7018
3,RORAIMA,Amazônia,11.0,0.0,0.98,54.1,2.7087,-60.2588
4,RORAIMA,Amazônia,7.0,0.0,0.41,153.5,1.9419,-60.3637
5,RORAIMA,Amazônia,10.0,0.0,0.88,92.1,2.7088,-60.2398
6,RORAIMA,Amazônia,7.0,0.0,0.41,48.4,1.9419,-60.3447
7,ALAGOAS,Mata Atlântica,-999.0,0.0,0.71,40.0,-9.46823,-35.5946
8,ALAGOAS,Mata Atlântica,-999.0,0.0,0.93,35.5,-9.47477,-35.58818
9,MARANHÃO,Amazônia,2.0,4.61,0.03,14.0,-4.73916,-46.65635
10,RORAIMA,Amazônia,7.0,0.0,0.35,39.8,1.8321,-60.6114
11,RORAIMA,Amazônia,7.0,0.0,0.41,48.7,1.9419,-60.3447
12,RORAIMA,Amazônia,10.0,0.0,0.88,70.4,2.7088,-60.2398
13,RORAIMA,Amazônia,7.0,0.0,0.41,52.4,1.9602,-60.3635
14,RORAIMA,Amazônia,11.0,0.0,0.98,52.8,2.7087,-60.2588
15,RORAIMA,Amazônia,6.0,0.32,0.3,44.0,2.2333,-60.7018
16,RORAIMA,Amazônia,8.0,0.0,0.4,63.4,1.9237,-60.3639
17,RORAIMA,Amazônia,7.0,0.0,0.41,136.9,1.9419,-60.3637
18,RORAIMA,Amazônia,6.0,0.32,0.3,42.6,2.2333,-60.7018
19,RORAIMA,Amazônia,10.0,0.0,0.88,76.5,2.7088,-60.2398
20,RORAIMA,Amazônia,11.0,0.0,0.98,49.5,2.7087,-60.2588
21,RORAIMA,Amazônia,7.0,0.0,0.41,124.3,1.9419,-60.3637
22,RORAIMA,Amazônia,7.0,0.0,0.35,44.2,1.8321,-60.6114
23,RORAIMA,Amazônia,7.0,0.0,0.41,42.6,1.9419,-60.3447
24,RORAIMA,Amazônia,8.0,0.0,0.4,65.0,1.9237,-60.3639
25,RORAIMA,Amazônia,8.0,0.0,0.4,41.9,1.9419,-60.3827
26,RORAIMA,Amazônia,8.0,0.0,0.4,39.9,1.9419,-60.3827
27,RORAIMA,Amazônia,7.0,0.0,0.41,136.7,1.9419,-60.3637
28,RORAIMA,Amazônia,10.0,0.0,0.88,53.0,2.7088,-60.2398
29,RORAIMA,Amazônia,6.0,0.32,0.3,44.6,2.2333,-60.7018
30,RORAIMA,Amazônia,7.0,0.0,0.35,42.9,1.8321,-60.6114
31,RORAIMA,Amazônia,8.0,0.0,0.4,59.7,1.9237,-60.3639
32,RORAIMA,Amazônia,7.0,0.0,0.41,43.7,1.9419,-60.3447
33,RORAIMA,Amazônia,9.0,0.0,0.4,38.9,1.9236,-60.3829
34,RORAIMA,Amazônia,7.0,0.0,0.41,37.7,1.9602,-60.3635
35,RORAIMA,Amazônia,10.0,0.0,0.88,45.6,2.7088,-60.2398
36,RORAIMA,Amazônia,9.0,0.0,0.4,43.7,1.9236,-60.3829
37,RORAIMA,Amazônia,7.0,0.0,0.41,48.0,1.9419,-60.3447
38,RORAIMA,Amazônia,7.0,0.0,0.41,119.3,1.9419,-60.3637
39,RORAIMA,Amazônia,8.0,0.0,0.4,67.9,1.9237,-60.3639
40,RORAIMA,Amazônia,10.0,0.0,0.88,45.1,2.7088,-60.2398
41,RORAIMA,Amazônia,8.0,0.0,0.4,73.5,1.9237,-60.3639
42,RORAIMA,Amazônia,7.0,0.0,0.41,40.6,1.9602,-60.3635
43,RORAIMA,Amazônia,7.0,0.0,0.41,40.3,1.9419,-60.3447
44,RORAIMA,Amazônia,8.0,0.0,0.4,40.1,1.9419,-60.3827
45,RORAIMA,Amazônia,9.0,0.0,0.4,54.9,1.9236,-60.3829
46,RORAIMA,Amazônia,7.0,0.0,0.41,108.7,1.9419,-60.3637
47,RORAIMA,Amazônia,6.0,0.32,0.3,31.8,2.2333,-60.7018
48,RORAIMA,Amazônia,10.0,0.0,0.88,47.9,2.7088,-60.2398
49,RORAIMA,Amazônia,7.0,0.0,0.41,109.5,1.9419,-60.3637
50,RORAIMA,Amazônia,8.0,0.0,0.4,57.1,1.9237,-60.3639
51,RORAIMA,Amazônia,9.0,0.0,0.4,38.6,1.9236,-60.3829
52,RORAIMA,Amazônia,7.0,0.0,0.41,41.0,1.9419,-60.3447
53,RORAIMA,Amazônia,7.0,0.0,0.41,110.4,1.9419,-60.3637
54,RORAIMA,Amazônia,8.0,0.0,0.4,53.9,1.9237,-60.3639
55,RORAIMA,Amazônia,10.0,0.0,0.88,44.8,2.7088,-60.2398
56,RORAIMA,Amazônia,7.0,0.0,0.41,95.6,1.9419,-60.3637
57,RORAIMA,Amazônia,10.0,0.0,0.88,41.7,2.7088,-60.2398
58,RORAIMA,Amazônia,8.0,0.0,0.4,58.7,1.9237,-60.3639
59,RORAIMA,Amazônia,10.0,0.0,0.88,38.5,2.7088,-60.2398
60,RORAIMA,Amazônia,7.0,0.0,0.41,89.8,1.9419,-60.3637
61,RORAIMA,Amazônia,8.0,0.0,0.4,55.6,1.9237,-60.3639
62,RORAIMA,Amazônia,8.0,0.0,0.4,54.0,1.9237,-60.3639
63,RORAIMA,Amazônia,7.0,0.0,0.41,91.0,1.9419,-60.3637
64,RORAIMA,Amazônia,8.0,0.0,0.4,49.6,1.9237,-60.3639
65,RORAIMA,Amazônia,7.0,0.0,0.41,38.8,1.9419,-60.3447
66,RORAIMA,Amazônia,7.0,0.0,0.41,83.1,1.9419,-60.3637
67,RORAIMA,Amazônia,7.0,0.0,0.41,81.0,1.9419,-60.3637
68,RORAIMA,Amazônia,8.0,0.0,0.4,46.8,1.9237,-60.3639
69,RORAIMA,Amazônia,7.0,0.0,0.41,99.2,1.9419,-60.3637
70,RORAIMA,Amazônia,9.0,0.0,1.0,39.4,3.1661,-59.9848
71,RORAIMA,Amazônia,9.0,0.0,1.0,48.7,3.1478,-59.9851
72,RORAIMA,Amazônia,8.0,0.0,0.4,42.8,1.9237,-60.3639
73,RORAIMA,Amazônia,7.0,0.0,0.41,93.8,1.9419,-60.3637
74,RORAIMA,Amazônia,8.0,0.0,0.4,45.0,1.9237,-60.3639
75,RORAIMA,Amazônia,8.0,0.0,0.4,42.8,1.9237,-60.3639
76,RORAIMA,Amazônia,7.0,0.0,0.41,88.9,1.9419,-60.3637
77,RORAIMA,Amazônia,7.0,0.0,0.41,78.2,1.9419,-60.3637
78,RORAIMA,Amazônia,7.0,0.0,0.41,76.4,1.9419,-60.3637
79,RORAIMA,Amazônia,8.0,0.0,0.4,40.9,1.9237,-60.3639
80,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,4.6,-10.24832,-36.30695
81,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,3.8,-10.24639,-36.30409
82,PERNAMBUCO,Mata Atlântica,1.0,5.42,0.4,11.2,-7.87675,-35.22821
83,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,1.3,-10.24522,-36.30978
84,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,4.1,-10.24946,-36.3012
85,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,3.4,-10.25296,-36.30553
86,PERNAMBUCO,Mata Atlântica,1.0,5.43,0.4,11.2,-7.87655,-35.22708
87,RORAIMA,Amazônia,7.0,0.0,0.41,72.3,1.9419,-60.3637
88,RORAIMA,Amazônia,7.0,0.0,0.41,72.4,1.9419,-60.3637
89,RORAIMA,Amazônia,8.0,0.0,0.4,39.8,1.9237,-60.3639
90,RORAIMA,Amazônia,7.0,0.0,0.41,65.6,1.9419,-60.3637
91,RORAIMA,Amazônia,7.0,0.0,0.41,67.7,1.9419,-60.3637
92,RORAIMA,Amazônia,7.0,0.0,0.41,68.5,1.9419,-60.3637
93,PARAÍBA,Caatinga,3.0,5.07,0.23,0.9,-6.23787,-37.47216
94,SERGIPE,Mata Atlântica,2.0,2.89,0.22,1.4,-10.85174,-37.53928
95,ALAGOAS,Caatinga,1.0,0.03,0.9,0.9,-9.71372,-36.94715
96,ALAGOAS,Caatinga,0.0,0.09,0.25,1.1,-9.62969,-36.94084
97,ALAGOAS,Caatinga,0.0,0.05,0.35,1.3,-9.63245,-36.94491
98,PERNAMBUCO,Caatinga,1.0,0.35,0.28,0.8,-8.69934,-40.67929
99,BAHIA,Caatinga,3.0,0.44,0.5,3.7,-9.81201,-38.10361
100,SERGIPE,Caatinga,0.0,0.0,0.41,1.0,-10.07332,-37.61581
101,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,1.1,-10.24827,-36.30214
102,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,3.3,-10.24442,-36.30509
103,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,5.7,-10.25487,-36.30319
104,SERGIPE,Mata Atlântica,-999.0,0.76,0.4,0.4,-10.61744,-37.04422
105,PERNAMBUCO,Caatinga,0.0,0.0,0.46,0.6,-8.79977,-36.9551
106,ALAGOAS,Caatinga,2.0,0.18,0.59,1.4,-9.71045,-37.26766
107,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,1.1,-10.24497,-36.30161
108,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,1.7,-10.12998,-36.14705
109,RORAIMA,Amazônia,7.0,0.0,0.41,57.8,1.9419,-60.3637
110,RORAIMA,Amazônia,7.0,0.0,0.41,61.4,1.9419,-60.3637
111,RORAIMA,Amazônia,7.0,0.0,0.41,58.7,1.9419,-60.3637
112,CEARÁ,Caatinga,1.0,2.34,0.21,1.4,-4.15409,-40.37856
113,PARAÍBA,Caatinga,3.0,4.97,0.34,0.6,-6.23626,-37.4738
114,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,3.5,-10.24588,-36.30456
115,SERGIPE,Mata Atlântica,-999.0,0.76,0.39,0.8,-10.6157,-37.04546
116,RIO GRANDE DO NORTE,Caatinga,0.0,0.0,0.29,0.8,-5.40641,-37.33401
117,SERGIPE,Mata Atlântica,2.0,2.82,0.22,1.2,-10.85105,-37.54089
118,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,2.3,-10.24646,-36.30034
119,SERGIPE,Caatinga,0.0,0.0,0.41,1.1,-10.07184,-37.61724
120,BAHIA,Cerrado,0.0,9.56,0.0,0.5,-12.4214,-44.44733
121,SÃO PAULO,Mata Atlântica,0.0,0.7,0.01,0.8,-22.02295,-49.50291
122,RORAIMA,Amazônia,7.0,0.0,0.41,60.9,1.9419,-60.3637
123,RORAIMA,Amazônia,7.0,0.0,0.41,57.9,1.9419,-60.3637
124,RORAIMA,Amazônia,7.0,0.0,0.43,0.9,1.20494,-59.97432
125,RORAIMA,Amazônia,7.0,0.0,0.43,0.9,1.19791,-59.97588
126,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,1.9,-10.24904,-36.30319
127,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,4.1,-10.25082,-36.30393
128,ALAGOAS,Mata Atlântica,-999.0,0.0,1.0,1.9,-10.24834,-36.30906
129,MARANHÃO,Cerrado,0.0,3.24,0.02,0.8,-6.99996,-46.38965
130,MATO GROSSO DO SUL,Cerrado,0.0,0.3,0.0,1.1,-18.9732,-52.92706
131,RORAIMA,Amazônia,7.0,0.0,0.41,61.3,1.9419,-60.3637
132,RORAIMA,Amazônia,7.0,0.0,0.41,54.1,1.9419,-60.3637
133,RORAIMA,Amazônia,7.0,0.0,0.41,52.3,1.9419,-60.3637
134,RORAIMA,Amazônia,7.0,0.0,0.41,54.4,1.9419,-60.3637
135,RORAIMA,Amazônia,7.0,0.0,0.41,55.9,1.9419,-60.3637
136,RORAIMA,Amazônia,2.0,0.1,0.33,0.5,1.01635,-59.76468
137,RORAIMA,Amazônia,9.0,0.0,1.0,1.7,4.13059,-61.07889
138,RORAIMA,Amazônia,11.0,0.0,1.0,1.2,3.93712,-60.0561
139,RORAIMA,Amazônia,7.0,0.0,0.43,1.0,1.20214,-59.97459
140,RORAIMA,Amazônia,24.0,0.0,1.0,0.8,2.86092,-60.771
141,RORAIMA,Amazônia,7.0,0.0,0.92,0.9,3.95045,-59.59418
142,RORAIMA,Amazônia,3.0,0.0,0.21,1.2,0.31212,-60.44092
143,RORAIMA,Amazônia,6.0,0.0,0.38,0.9,2.2841,-60.5165
144,RORAIMA,Amazônia,9.0,0.0,1.0,1.6,3.14169,-59.99652
145,RORAIMA,Amazônia,10.0,0.0,1.0,2.4,2.71607,-60.22773
146,RORAIMA,Amazônia,9.0,0.0,1.0,1.5,3.18038,-59.95764
147,RORAIMA,Amazônia,4.0,0.0,1.0,0.7,4.79424,-60.28723
148,RORAIMA,Amazônia,6.0,0.0,0.38,1.0,1.52246,-60.38835
149,RORAIMA,Amazônia,0.0,0.0,0.19,0.5,0.63872,-60.66077
150,RORAIMA,Amazônia,2.0,0.0,0.15,0.8,0.16164,-60.48217
151,RORAIMA,Amazônia,10.0,0.0,1.0,2.3,2.71778,-60.23856
152,RORAIMA,Amazônia,9.0,0.0,1.0,2.1,3.1445,-59.99243
153,RORAIMA,Amazônia,6.0,0.36,0.3,3.2,2.22914,-60.70535
154,RORAIMA,Amazônia,2.0,0.0,0.44,0.8,0.86196,-59.69374
155,RORAIMA,Amazônia,7.0,0.0,0.52,1.2,1.83949,-60.61404
156,RORAIMA,Amazônia,9.0,0.0,1.0,1.1,3.17142,-59.96633
157,RORAIMA,Amazônia,8.0,0.0,0.4,0.9,1.93442,-60.36935
158,RORAIMA,Amazônia,7.0,0.0,0.43,1.0,1.20492,-59.9706
159,RORAIMA,Amazônia,7.0,0.0,0.41,5.5,1.94341,-60.3606
160,RORAIMA,Amazônia,9.0,0.0,1.0,1.3,3.16525,-59.97094
161,RORAIMA,Amazônia,6.0,0.03,0.69,0.8,1.75766,-60.76594
162,RORAIMA,Amazônia,4.0,0.0,1.0,0.7,4.7908,-60.2877
163,RORAIMA,Amazônia,8.0,0.0,0.4,3.4,1.9333,-60.36214
164,RORAIMA,Amazônia,10.0,0.0,1.0,3.4,3.16572,-60.45029
165,RORAIMA,Amazônia,6.0,0.31,0.33,2.7,2.2354,-60.70062
166,RORAIMA,Amazônia,11.0,0.0,1.0,1.2,3.93656,-60.05246
167,RORAIMA,Amazônia,7.0,0.0,0.43,1.0,1.2016,-59.97112
168,RORAIMA,Amazônia,9.0,0.0,1.0,2.3,3.18654,-59.95304
169,RORAIMA,Amazônia,7.0,0.0,0.41,1.2,1.94848,-60.37091
170,RORAIMA,Amazônia,2.0,0.12,0.41,0.5,1.09721,-59.63197
171,RORAIMA,Amazônia,9.0,0.0,1.0,1.3,3.16189,-59.97145
172,RORAIMA,Amazônia,8.0,0.0,1.0,1.6,3.4357,-59.89642
173,RORAIMA,Amazônia,9.0,0.0,1.0,1.0,3.42608,-59.89402
174,RORAIMA,Amazônia,7.0,0.0,0.41,1.4,1.94959,-60.35596
175,RORAIMA,Amazônia,8.0,0.0,0.46,0.7,1.83028,-60.8497
176,RORAIMA,Amazônia,3.0,0.1,0.55,0.6,2.5152,-60.98952
177,RORAIMA,Amazônia,8.0,0.0,0.4,1.9,1.92712,-60.36677
178,RORAIMA,Amazônia,9.0,0.0,1.0,2.9,3.17422,-59.96225
179,RORAIMA,Amazônia,7.0,0.0,0.4,6.4,1.93611,-60.35802
180,RORAIMA,Amazônia,10.0,0.0,1.0,0.8,3.2667,-59.92268
181,RORAIMA,Amazônia,7.0,0.0,0.39,2.3,1.33829,-60.06126
182,RORAIMA,Amazônia,3.0,0.0,0.2,1.2,0.30933,-60.44498
183,RORAIMA,Amazônia,10.0,0.0,1.0,2.4,3.16288,-60.4545
184,RORAIMA,Amazônia,24.0,0.0,1.0,0.8,2.85748,-60.77153
185,RORAIMA,Amazônia,8.0,0.0,0.4,0.9,1.93049,-60.36626
186,RORAIMA,Amazônia,8.0,0.0,0.4,0.9,1.93105,-60.36986
187,RORAIMA,Amazônia,16.0,0.0,0.64,0.9,3.42816,-61.9909
188,RORAIMA,Amazônia,2.0,0.1,0.29,2.9,1.10277,-59.59909
189,RORAIMA,Amazônia,3.0,0.0,0.1,0.9,0.10503,-60.7287
190,RORAIMA,Amazônia,7.0,0.0,0.41,3.9,1.94792,-60.36729
191,RORAIMA,Amazônia,1.0,0.1,0.29,1.1,1.09947,-59.59959
192,RORAIMA,Amazônia,10.0,0.0,0.97,1.0,2.71986,-60.24139
193,RORAIMA,Amazônia,9.0,0.0,1.0,1.1,3.16806,-59.96684
194,RORAIMA,Amazônia,13.0,0.0,1.0,1.1,3.94398,-60.53214
195,RORAIMA,Amazônia,8.0,0.0,1.0,2.1,3.43625,-59.89998
196,RORAIMA,Amazônia,8.0,0.0,0.4,0.9,1.93386,-60.36575
197,RORAIMA,Amazônia,26.0,0.0,1.0,1.0,4.33258,-60.20889
198,RORAIMA,Amazônia,26.0,0.0,1.0,1.0,4.33316,-60.21261
199,RORAIMA,Amazônia,6.0,0.35,0.34,2.7,2.23598,-60.70433
200,RORAIMA,Amazônia,10.0,0.0,1.0,1.5,4.0053,-59.81572
201,RORAIMA,Amazônia,6.0,0.0,1.0,1.5,2.87417,-60.2663
202,RORAIMA,Amazônia,7.0,0.0,0.38,3.0,1.83553,-60.6109
203,RORAIMA,Amazônia,4.0,0.0,1.0,0.7,4.79364,-60.28339
204,RORAIMA,Amazônia,7.0,0.0,0.41,5.5,1.94622,-60.35647
205,RORAIMA,Amazônia,8.0,0.0,0.4,2.8,1.92487,-60.37449
206,RORAIMA,Amazônia,7.0,0.0,0.41,3.9,1.94398,-60.3642
207,RORAIMA,Amazônia,7.0,0.0,0.39,3.0,1.8361,-60.61456
208,RORAIMA,Amazônia,10.0,0.0,0.89,0.9,2.71159,-60.2432
209,RORAIMA,Amazônia,9.0,0.0,1.0,1.3,3.15292,-59.98014
210,RORAIMA,Amazônia,8.0,0.0,0.4,3.4,1.92936,-60.35907
211,RORAIMA,Amazônia,9.0,0.0,1.0,1.6,3.1927,-59.94845
212,RORAIMA,Amazônia,6.0,0.0,0.45,0.7,0.90591,-60.0603
213,RORAIMA,Amazônia,13.0,0.0,1.0,2.2,4.007,-60.35002
214,RORAIMA,Amazônia,2.0,0.0,0.09,1.7,0.05337,-60.98447
215,RORAIMA,Amazônia,2.0,0.0,0.1,0.4,0.06073,-60.98711
216,RORAIMA,Amazônia,10.0,0.0,0.84,4.0,2.71216,-60.2468
217,RORAIMA,Amazônia,13.0,0.0,1.0,2.1,3.28116,-60.01576
218,RORAIMA,Amazônia,3.0,0.0,0.1,0.8,0.11065,-60.72049
219,RORAIMA,Amazônia,7.0,0.0,0.43,1.3,1.19495,-59.97216
220,RORAIMA,Amazônia,4.0,0.0,1.0,1.5,4.79655,-60.27949
221,RORAIMA,Amazônia,8.0,0.0,0.46,2.0,1.82685,-60.85022
222,RORAIMA,Amazônia,27.0,0.0,1.0,1.8,4.34176,-60.17312
223,RORAIMA,Amazônia,11.0,0.0,0.62,1.1,2.54522,-61.24146
224,RORAIMA,Amazônia,9.0,0.0,1.0,0.8,3.51214,-60.39452
225,RORAIMA,Amazônia,9.0,0.0,1.0,2.4,3.18934,-59.94896
226,RORAIMA,Amazônia,7.0,0.0,0.41,1.7,1.94228,-60.35339
227,RORAIMA,Amazônia,7.0,0.0,0.41,3.9,1.94735,-60.36368
228,RORAIMA,Amazônia,4.0,0.0,1.0,1.0,4.7937,-60.28386
229,RORAIMA,Amazônia,7.0,0.0,0.37,0.6,1.20761,-60.6176
230,RORAIMA,Amazônia,7.0,0.0,0.4,3.4,1.93273,-60.35854
231,RORAIMA,Amazônia,26.0,0.0,1.0,2.5,4.33654,-60.21191
232,RORAIMA,Amazônia,9.0,0.0,1.0,0.9,3.15628,-59.97963
233,RORAIMA,Amazônia,13.0,0.0,1.0,1.4,4.0104,-60.34935
234,RORAIMA,Amazônia,7.0,0.0,0.41,1.7,1.71222,-60.29718
235,RORAIMA,Amazônia,27.0,0.0,1.0,2.5,4.33993,-60.21129
236,RORAIMA,Amazônia,8.0,0.0,0.55,0.7,1.82969,-60.846
237,RORAIMA,Amazônia,9.0,0.0,1.0,1.3,3.15011,-59.98423
238,RORAIMA,Amazônia,6.0,0.0,0.97,0.9,2.87699,-60.26216
239,RORAIMA,Amazônia,9.0,0.0,1.0,1.6,3.43234,-59.89693
240,RORAIMA,Amazônia,10.0,0.0,0.88,1.4,2.71891,-60.24577
241,RORAIMA,Amazônia,6.0,0.0,0.99,1.8,2.6357,-60.58738
242,RORAIMA,Amazônia,2.0,0.0,-999.0,1.4,0.87242,-59.69567
243,RORAIMA,Amazônia,10.0,0.0,0.87,1.4,2.71553,-60.24629
244,RORAIMA,Amazônia,7.0,0.0,0.41,5.5,1.94678,-60.36008
245,RORAIMA,Amazônia,2.0,0.0,0.15,0.8,0.16219,-60.48573
246,RORAIMA,Amazônia,7.0,0.0,0.33,0.6,1.20818,-60.62122
247,RORAIMA,Amazônia,10.0,0.0,0.94,2.4,2.71213,-60.22462
248,RORAIMA,Amazônia,7.0,0.0,0.41,6.4,1.93948,-60.3575
249,RORAIMA,Amazônia,7.0,0.0,0.39,5.3,1.34273,-60.06776
250,RORAIMA,Amazônia,9.0,0.0,1.0,1.1,3.17086,-59.96276
251,RORAIMA,Amazônia,7.0,0.0,0.35,3.0,1.8327,-60.61508
252,RORAIMA,Amazônia,7.0,0.0,0.41,6.4,1.94004,-60.36111
253,RORAIMA,Amazônia,9.0,0.0,1.0,1.6,3.42898,-59.89744
254,RORAIMA,Amazônia,7.0,0.0,0.41,5.5,1.94285,-60.35699
255,RORAIMA,Amazônia,9.0,0.0,1.0,1.5,3.17983,-59.95407
256,RORAIMA,Amazônia,6.0,0.0,1.0,3.0,2.87079,-60.26682
257,RORAIMA,Amazônia,7.0,0.0,0.41,1.3,1.95072,-60.36317
258,RORAIMA,Amazônia,5.0,0.0,1.0,1.0,3.6026,-60.36943
259,RORAIMA,Amazônia,18.0,0.0,1.0,1.1,4.28597,-60.74615
260,RORAIMA,Amazônia,3.0,0.0,0.2,1.2,0.31268,-60.44446
261,RORAIMA,Amazônia,9.0,0.0,1.0,2.9,3.14505,-59.99601
262,RORAIMA,Amazônia,10.0,0.0,1.0,1.0,2.71931,-60.23779
263,RORAIMA,Amazônia,8.0,0.0,0.4,1.9,1.92768,-60.37038
264,RORAIMA,Amazônia,8.0,0.0,0.4,1.9,1.92431,-60.37089
265,RORAIMA,Amazônia,9.0,0.0,1.0,1.5,3.18318,-59.95356
266,RORAIMA,Amazônia,7.0,0.0,0.41,6.3,1.9406,-60.36471
267,RORAIMA,Amazônia,7.0,0.0,0.41,1.7,1.94565,-60.35287
268,RORAIMA,Amazônia,10.0,0.0,0.95,2.4,2.7127,-60.22823
269,RORAIMA,Amazônia,7.0,0.0,0.72,0.5,1.22638,-60.39392
270,RORAIMA,Amazônia,8.0,0.0,0.4,6.3,1.93723,-60.36523
271,RORAIMA,Amazônia,7.0,0.0,0.43,1.3,1.19827,-59.97164
272,RORAIMA,Amazônia,7.0,0.0,0.4,0.7,0.95626,-60.22868
273,RORAIMA,Amazônia,7.0,0.0,0.41,3.9,1.94454,-60.36781
274,RORAIMA,Amazônia,7.0,0.0,0.4,6.4,1.93667,-60.36163
275,RORAIMA,Amazônia,6.0,0.0,0.99,0.4,1.0249,-60.47645
276,RORAIMA,Amazônia,11.0,0.0,0.62,1.1,2.5465,-61.2414
277,RORAIMA,Amazônia,6.0,0.0,0.96,2.2,2.63912,-60.58686
278,RORAIMA,Amazônia,7.0,0.0,0.33,1.3,1.20423,-60.61812
279,RORAIMA,Amazônia,10.0,0.0,1.0,1.6,4.00641,-59.82293
280,RORAIMA,Amazônia,9.0,0.0,1.0,1.9,3.43399,-59.90765
281,RORAIMA,Amazônia,4.0,0.0,0.33,0.4,1.89892,-60.81621
282,RORAIMA,Amazônia,4.0,0.0,1.0,1.0,4.79713,-60.28336
283,RORAIMA,Amazônia,26.0,0.0,1.0,1.5,4.33375,-60.2164
284,RORAIMA,Amazônia,9.0,0.0,1.0,1.7,3.15909,-59.97554
285,RORAIMA,Amazônia,7.0,0.0,0.33,1.3,1.2048,-60.62173
286,RORAIMA,Amazônia,9.0,0.0,1.0,1.2,3.17702,-59.95815
287,RORAIMA,Amazônia,9.0,0.0,1.0,1.3,3.16245,-59.97503
288,RORAIMA,Amazônia,11.0,0.0,1.0,1.7,3.16855,-60.44608
289,RORAIMA,Amazônia,3.0,0.0,0.2,0.9,0.31658,-60.44749
290,RORAIMA,Amazônia,9.0,0.0,1.0,1.6,3.19606,-59.94794
291,RORAIMA,Amazônia,3.0,0.0,0.1,0.8,0.10784,-60.72459
292,RORAIMA,Amazônia,10.0,0.0,0.9,3.9,2.71043,-60.2138
293,RORAIMA,Amazônia,7.0,0.0,0.32,0.4,1.32015,-60.6413
294,RORAIMA,Amazônia,8.0,0.0,0.4,1.7,1.9215,-60.37501
295,RORAIMA,Amazônia,8.0,0.0,0.45,0.5,1.51981,-60.02557
296,RORAIMA,Amazônia,2.0,0.0,0.1,1.7,0.05676,-60.98396
297,RORAIMA,Amazônia,2.0,0.0,0.1,0.6,0.06016,-60.98345
298,RORAIMA,Amazônia,8.0,0.0,0.4,0.9,1.92656,-60.36318
299,RORAIMA,Amazônia,8.0,0.0,0.41,1.2,1.94511,-60.37142
300,RORAIMA,Amazônia,9.0,0.0,1.0,1.3,3.15348,-59.98372
301,RORAIMA,Amazônia,6.0,0.3,0.3,0.6,2.2314,-60.69741
302,RORAIMA,Amazônia,4.0,0.0,1.0,1.0,4.79428,-60.2877
303,RORAIMA,Amazônia,27.0,0.0,1.0,2.2,4.34101,-60.17345
304,RORAIMA,Amazônia,7.0,0.0,1.0,3.0,2.8674,-60.26734
305,RORAIMA,Amazônia,2.0,0.1,0.29,2.9,1.10223,-59.59564
306,RORAIMA,Amazônia,8.0,0.0,0.4,3.4,1.92993,-60.36266
307,RORAIMA,Amazônia,7.0,0.0,0.41,54.7,1.9419,-60.3637
308,RORAIMA,Amazônia,7.0,0.0,0.41,54.5,1.9419,-60.3637
309,RORAIMA,Amazônia,7.0,0.0,0.41,49.4,1.9419,-60.3637
310,RORAIMA,Amazônia,11.0,0.0,1.0,1.4,3.16741,-60.44592
311,RORAIMA,Amazônia,9.0,0.0,1.0,1.5,3.16546,-59.97019
312,RORAIMA,Amazônia,7.0,0.0,1.0,1.5,2.86726,-60.26991
313,RORAIMA,Amazônia,13.0,0.0,1.0,1.9,4.00858,-60.34734
314,RORAIMA,Amazônia,7.0,0.0,0.43,1.2,1.20121,-59.97141
315,RORAIMA,Amazônia,8.0,0.0,0.4,2.1,1.92899,-60.36414
316,RORAIMA,Amazônia,10.0,0.0,1.0,2.1,2.71775,-60.23946
317,RORAIMA,Amazônia,8.0,0.0,0.4,4.6,1.93377,-60.36855
318,RORAIMA,Amazônia,7.0,0.0,0.48,2.0,1.83747,-60.61176
319,RORAIMA,Amazônia,9.0,0.0,1.0,1.5,3.43087,-59.89651
320,RORAIMA,Amazônia,2.0,0.0,0.1,0.6,0.06118,-60.98814
321,RORAIMA,Amazônia,18.0,0.0,1.0,1.2,4.28696,-60.74801
322,RORAIMA,Amazônia,10.0,0.0,0.91,2.1,2.71857,-60.2445
323,RORAIMA,Amazônia,7.0,0.0,0.4,4.6,1.93691,-60.36288
324,RORAIMA,Amazônia,26.0,0.0,1.0,0.8,4.33559,-60.21616
325,RORAIMA,Amazônia,7.0,0.0,0.35,1.5,1.83434,-60.61727
326,RORAIMA,Amazônia,26.0,0.0,1.0,1.4,4.33484,-60.21157
